ID;ESTADO;INGRESOS;CASA;PRECIO_DISPOSITIVO;GENERO;MESES;DURACION;SOBRECARGO;SALDO_RESTANTE;SATISFACCION
12485;VINCULADO;7357814;1174437090;1070690;Hombre;44;15.9;16.38709;60.6;1.40413
12486;VINCULADO;1604385;265281103.3;346492;Hombre;35;16.5;256.3813;19.2;7.628765
12487;VINCULADO;7411176;1134780140;1252516;Hombre;27;14.7;0;37.4;2.480791
12488;VINCULADO;322419;101722417;1551863;Mujer;1;14.8;34.87315;16.9;3.03162
12489;RETIRADO;2898676;486117723.1;293213;Mujer;11;1.7;165.1458;23.9;8.234069
12490;RETIRADO;7188277;1126949271;1321348;Mujer;16;15.9;0;72.3;2.836476
12491;VINCULADO;8295238;1336977848;682950;Hombre;30;1.8;76.03653;80.3;2.712182
12492;RETIRADO;462613;80746551.63;833717;Hombre;10;17.5;227.0382;20;8.329786
12493;VINCULADO;150000;61835462.93;1006558;Hombre;24;16.2;4.570165;29;1.998116
12494;VINCULADO;7490609;1250419798;2045959;Mujer;50;14.1;0;68.5;2.762434
12495;RETIRADO;3001238;532334933.6;2673684;Mujer;13;2.1;190.6154;0;8.217779
12496;VINCULADO;2808415;448836056.7;1968754;Mujer;37;3.2;7.202156;11.2;3.274618
12497;RETIRADO;3534375;624629854;1128402;Mujer;11;0;179.2001;15.6;8.013476
12498;RETIRADO;6972007;1148117727;2633010;Mujer;7;15.5;184.4463;83.2;8.782836
12499;RETIRADO;7205293;1096854857;1184798;Mujer;37;14.3;63.05524;74.1;8.503223
12500;RETIRADO;2674933;463911766.3;1264553;Hombre;64;1.4;175.8435;25.3;7.622352
12501;RETIRADO;7257727;1134497829;1907191;Hombre;0;16.8;223.5557;91.3;8.338759
12502;RETIRADO;3025499;504545798.6;431062;Hombre;22;1.4;150.1494;23.1;8.60326
12503;VINCULADO;1755193;289497756.9;1004907;Mujer;28;16.8;4.673119;27.6;2.3036
12504;VINCULADO;7553371;1262941397;2136863;Hombre;17;16.1;20.57423;65.1;2.399045
12505;VINCULADO;7388209;1161655775;1237689;Mujer;36;2;23.97457;68.3;2.265438
12506;RETIRADO;7328393;1195114320;1154475;Hombre;33;17.8;211.3482;73;8.10334
12507;RETIRADO;7876106;1217168504;1122189;Mujer;36;16.4;278.6979;68.9;7.679142
12508;VINCULADO;7893065;1281877083;1470430;Mujer;39;18.3;62.28523;51.8;2.408824
12509;VINCULADO;4644738;678427058.3;329339;Hombre;31;0.9;4.399933;19.2;2.753941
12510;RETIRADO;947326;192850487.6;662627;Hombre;0;15.4;336.703;11.4;8.755943
12511;RETIRADO;7739638;1263879527;2407832;Mujer;33;0.4;231.2491;55.3;9.406004
12512;VINCULADO;561906;111820940.1;2682968;Mujer;32;16.5;289.1015;14.8;8.627196
12513;RETIRADO;7313198;1102684102;466529;Hombre;27;3.3;206.2708;87.3;8.152268
12514;VINCULADO;340240;122519179.6;1453862;Mujer;24;16;48.82978;12.6;3.298511
12515;VINCULADO;1249007;209060069.5;926337;Mujer;11;15.8;39.09925;17;3.36897
12516;VINCULADO;1999930;315267742.8;1691548;Hombre;26;17.3;0;0;1.840823
12517;RETIRADO;6818050;1149511338;1908771;Hombre;18;15.3;220.1094;64.8;8.411309
12518;VINCULADO;6894603;1160692511;1987627;Hombre;26;1;13.29355;75.8;2.741578
12519;RETIRADO;7424848;1180699453;765329;Hombre;10;16.8;251.3416;66.2;7.842747
12520;VINCULADO;3661738;577776364.4;1090983;Mujer;20;1;0;0;3.066375
12521;RETIRADO;3542051;534176089.3;1179272;Mujer;27;1;211.3584;27.8;8.745779
12522;RETIRADO;6885688;1062515253;444751;Hombre;33;15.3;220.829;67.7;8.314406
12523;VINCULADO;1265177;275890014.1;1354919;Hombre;26;16.8;11.92881;4.7;3.203612
12524;VINCULADO;1511254;351825429.6;2713626;Mujer;37;16.8;40.03084;9.7;3.191021
12525;VINCULADO;3844052;592667785.3;441766;Mujer;43;2.5;0;17.8;2.594613
12526;VINCULADO;6493627;1023803320;644628;Hombre;17;16.9;2.889004;109.8;2.551341
12527;RETIRADO;7292102;1122834747;1304040;Mujer;36;14.5;244.0229;89.8;8.613676
12528;RETIRADO;8212297;1315946156;1582975;Hombre;0;15.7;158.5483;70.1;7.933203
12529;VINCULADO;3093710;473017018.8;1586209;Mujer;35;2.9;0;20.1;2.616038
12530;RETIRADO;1141277;219830358.6;2021603;Hombre;25;16.4;187.8818;11.3;8.944382
12531;VINCULADO;7385681;1114467020;327259;Hombre;42;1.3;287.9322;72.4;8.267871
12532;RETIRADO;7795545;1243502483;1008774;Mujer;22;16.2;224.3903;56.3;8.896024
12533;VINCULADO;1646545;260219449.3;1538259;Hombre;20;16.3;0.3124735;25.4;3.311085
12534;RETIRADO;3816212;583301333.8;1021316;Mujer;22;1.5;182.1195;7.3;8.700302
12535;RETIRADO;7203603;1124896753;627713;Hombre;22;16.9;265.0459;64.7;8.165918
12536;RETIRADO;1680534;304679282;1836091;Hombre;30;15.8;0;22.4;3.571932
12537;VINCULADO;7806059;1210913894;431591;Hombre;9;15.3;14.67847;85.6;2.555312
12538;VINCULADO;7789372;1253607317;626268;Hombre;22;1.4;13.54815;69.6;2.111141
12539;VINCULADO;2807146;437455634.2;288125;Hombre;56;2.4;0;21.8;2.279248
12540;VINCULADO;7683511;1256791777;1709039;Mujer;2;17.3;77.42684;98.1;2.84655
12541;RETIRADO;7370467;1145160045;385628;Hombre;16;3.4;205.6754;63.4;8.484379
12542;VINCULADO;4712677;744657209.9;1231822;Mujer;30;2;0;13.9;2.288533
12543;RETIRADO;150000;39256523.29;898777;Hombre;25;14.9;85.17031;25.7;7.539265
12544;RETIRADO;3548672;585722234.1;797350;Hombre;13;3.7;199.9935;10.4;7.93269
12545;VINCULADO;7094654;1155071370;2685309;Hombre;13;16;22.14718;62;1.718581
12546;VINCULADO;7815882;1191401953;1134671;Hombre;23;2.1;0;83.2;2.674205
12547;VINCULADO;3272944;564079561.7;625122;Hombre;27;4.2;37.34988;11.6;2.168915
12548;VINCULADO;7792924;1274770415;766514;Hombre;15;15.1;0;47.4;2.861819
12549;RETIRADO;8017668;1328057575;2105110;Mujer;0;16;169.4701;69.1;8.045582
12550;RETIRADO;1763988;291338822.7;2303718;Hombre;20;16;165.0517;8.3;8.108455
12551;VINCULADO;3477321;633272367.2;2063770;Hombre;36;3.9;19.45972;20.1;2.582472
12552;RETIRADO;1383334;240968562.6;458097;Hombre;38;16.5;198.0436;22;8.016835
12553;VINCULADO;7768978;1229190932;897693;Hombre;42;1.3;267.6061;90.3;8.532714
12554;RETIRADO;7034522;1165430264;1805975;Hombre;45;1.4;65.74358;88.5;2.268334
12555;VINCULADO;7433328;1219205769;3080444;Hombre;35;16.6;8.991464;89.7;2.944216
12556;VINCULADO;1502967;250502624.4;328732;Hombre;12;16.9;67.33911;19.6;1.683231
12557;RETIRADO;8648434;1373286745;749272;Mujer;19;14.9;269.0605;58.1;8.505533
12558;VINCULADO;7975345;1205522092;699322;Mujer;30;16.8;0;71.3;2.632823
12559;VINCULADO;1307583;267857340.3;2333672;Hombre;29;17.4;3.409556;18.8;2.921008
12560;RETIRADO;2165397;351321087.6;1470622;Mujer;24;14.3;242.1313;21.2;7.999028
12561;RETIRADO;6774627;1076635095;1472337;Mujer;41;15.3;116.2877;51;8.26143
12562;RETIRADO;737799;139974982.2;1337373;Hombre;40;16;236.4037;7.3;8.400535
12563;RETIRADO;6345856;1036799373;528357;Hombre;19;15.1;186.546;101.2;8.014904
12564;VINCULADO;7120666;1144807502;336763;Hombre;43;2.6;15.34691;94.6;2.651748
12565;RETIRADO;7806973;1266180937;2304064;Hombre;43;16.6;142.725;81.5;8.839522
12566;VINCULADO;3008973;507388451.9;1169089;Hombre;15;3.4;0;15;1.909026
12567;RETIRADO;4019236;709873300;2183208;Hombre;23;0.5;116.5544;15.9;8.272605
12568;VINCULADO;150000;478064.239;707542;Mujer;5;16.9;6.245354;10.8;3.173028
12569;VINCULADO;588970;113696089.1;389984;Hombre;52;14.2;0;27;3.318696
12570;VINCULADO;6561192;1078970927;2709100;Mujer;17;16.5;5.498855;76.3;2.087204
12571;RETIRADO;7741381;1254394406;2233343;Mujer;9;16.8;199.8487;50.6;8.304945
12572;RETIRADO;1156085;216102393.1;1164277;Hombre;13;15.4;207.1792;6.3;8.328795
12573;RETIRADO;7255335;1109796378;334326;Hombre;11;1.2;76.53592;58.2;3.327445
12574;RETIRADO;4422899;711917762.7;2441114;Hombre;5;2.5;26.41433;14.2;2.353615
12575;RETIRADO;7481334;1214752653;1053504;Mujer;2;3.3;136.3639;69.2;8.948449
12576;VINCULADO;7998433;1258464054;2253333;Hombre;5;2.3;21.45999;68.6;3.216459
12577;VINCULADO;2550223;430588186.4;1074826;Mujer;5;0.9;0;0;2.84802
12578;VINCULADO;1323393;253286617.5;358004;Mujer;37;15.6;88.82582;28.4;2.69952
12579;RETIRADO;3297277;584518623.9;1682004;Mujer;5;1.8;197.3062;10.2;8.095818
12580;RETIRADO;3734159;627418929;628114;Mujer;38;1.4;235.0402;27.8;8.199441
12581;VINCULADO;6842290;1084284608;1213781;Mujer;23;2.6;43.05613;65.5;3.02558
12582;RETIRADO;7572068;1226152746;1741877;Hombre;9;15.3;245.0621;109.1;8.511672
12583;RETIRADO;7508866;1197910005;444705;Mujer;44;16.7;229.1696;59.9;8.218203
12584;RETIRADO;2263644;389451279.1;2500775;Mujer;25;17.3;149.9882;10.3;8.066398
12585;RETIRADO;3088371;489330050.5;1922471;Mujer;13;2.6;280.0393;1.9;8.488199
12586;VINCULADO;7400667;1118107845;288786;Hombre;0;1.9;0;57;2.961848
12587;RETIRADO;685239;138270414.6;604534;Mujer;44;15.9;203.6553;0.5;7.983977
12588;VINCULADO;8313212;1327651395;1700713;Mujer;38;16.6;68.01561;68.1;3.486845
12589;VINCULADO;7695825;1179416863;587953;Mujer;36;14.3;0;71.1;2.757328
12590;VINCULADO;4127839;708147344.8;879182;Hombre;13;2.5;0;23.2;3.54384
12591;RETIRADO;7603467;1280638794;2671461;Mujer;9;16;385.5879;79.7;7.564013
12592;VINCULADO;7673752;1192498454;399566;Mujer;25;16.4;0;80.1;2.978767
12593;RETIRADO;7673953;1232792885;2837744;Hombre;53;15.9;217.4269;75;8.383034
12594;VINCULADO;7991711;1258072289;1065415;Hombre;27;16.1;0;60.8;2.598999
12595;RETIRADO;2014577;354148305.9;288766;Hombre;30;16.1;239.5462;9.7;8.069375
12596;VINCULADO;6693059;1023635469;1342274;Mujer;32;1.5;0;95.2;2.180965
12597;VINCULADO;1208365;174421514.9;1297634;Hombre;7;15.7;34.5129;11.6;3.053418
12598;RETIRADO;7437746;1206378629;387873;Hombre;0;16.2;141.2417;120.5;8.151907
12599;VINCULADO;8202880;1297602486;376351;Mujer;8;2.2;0;58.6;1.83729
12600;VINCULADO;2221522;393243341.4;363156;Hombre;39;17.5;64.82782;13.1;3.248826
12601;RETIRADO;4425979;710380456.4;447499;Hombre;15;3;268.1637;22.8;8.278663
12602;VINCULADO;985009;188498086.4;1143871;Mujer;14;16.8;38.85861;8.8;3.440305
12603;RETIRADO;7620342;1260742217;1488031;Mujer;20;16.4;191.8246;55.4;8.637411
12604;RETIRADO;7147966;1144364651;1416366;Mujer;22;15.3;111.2034;67.9;8.47726
12605;VINCULADO;947429;180028052.8;1105827;Hombre;14;16.9;11.76473;24.1;3.327392
12606;VINCULADO;3378501;517175473.5;974268;Mujer;32;0.9;14.68378;22.9;1.14511
12607;VINCULADO;3785245;636353190.5;591988;Mujer;40;0.2;143.5966;15.1;8.774842
12608;RETIRADO;2659561;377076355.1;347166;Hombre;33;1.1;228.8039;19.1;7.306565
12609;VINCULADO;7774939;1185163955;1025436;Mujer;21;15.4;60.90992;94.8;3.463094
12610;VINCULADO;7515486;1263181056;2838995;Hombre;31;16.6;6.546865;98.8;1.97685
12611;RETIRADO;3369183;583943067.5;1057386;Hombre;0;2.2;166.2504;18.5;7.744112
12612;VINCULADO;7235226;1178289080;514007;Mujer;24;3.8;62.75126;77.7;2.413943
12613;VINCULADO;1203618;162865257.6;751906;Mujer;22;16.6;3.00079;10.9;2.27422
12614;VINCULADO;725720;204960924.5;1915984;Mujer;24;14.9;0;9.3;1.765819
12615;RETIRADO;662801;106807382.7;1344484;Hombre;52;15.7;27.91275;21.6;8.829273
12616;RETIRADO;7367504;1138526279;522136;Hombre;26;16.1;145.7386;89.2;8.784142
12617;VINCULADO;3971402;641007875.6;2067765;Hombre;30;2.8;11.25572;25.3;2.721423
12618;VINCULADO;2965035;483238380.3;1144847;Hombre;15;3.8;16.73432;30.2;2.148294
12619;VINCULADO;1535291;286756931.8;1423281;Mujer;29;14.6;13.78231;32.5;2.368274
12620;VINCULADO;6026932;979887437.6;1145524;Hombre;35;0.3;183.3821;79.5;7.586022
12621;VINCULADO;7945420;1328136566;2039021;Hombre;28;16.9;0;63.2;3.073836
12622;VINCULADO;3273308;544716184.4;326722;Hombre;15;2.4;35.09429;2.1;2.729904
12623;RETIRADO;8241119;1327427385;1779591;Mujer;3;16;217.0648;89.9;8.57937
12624;VINCULADO;1559972;293071403.2;1163749;Mujer;37;13.8;18.83161;0;2.88478
12625;RETIRADO;7480841;1213771347;1121490;Mujer;0;17.1;219.7172;102.1;8.927234
12626;VINCULADO;1755849;338271021.1;686719;Hombre;34;15.3;73.04341;15.7;2.624077
12627;RETIRADO;6063919;1009204992;2234806;Mujer;48;15.2;116.4198;65.3;8.278131
12628;RETIRADO;7376460;1125800588;375955;Mujer;12;4;152.2447;47;7.819058
12629;RETIRADO;7140949;1117756138;1117377;Mujer;27;17.6;182.0469;78.8;8.029795
12630;VINCULADO;7784957;1230577350;2936331;Mujer;28;2.1;5.553697;63.9;3.096781
12631;RETIRADO;7498094;1210730574;565074;Mujer;27;15.8;231.184;61.8;9.115196
12632;VINCULADO;328216;113594572.2;2495285;Hombre;41;15.4;0;21.8;1.888069
12633;RETIRADO;4102957;644624505.2;2013347;Hombre;25;1;105.9735;0.7;8.258273
12634;VINCULADO;858983;184766946.1;3195470;Mujer;24;15.7;0;4.3;2.152271
12635;VINCULADO;2796035;511907584.3;2642378;Mujer;12;3;0;16.1;2.621478
12636;VINCULADO;7849900;1239340377;1058945;Mujer;31;16.1;66.38482;98.8;2.25161
12637;VINCULADO;515124;58711347.89;284619;Hombre;7;16;104.8998;26.4;2.573965
12638;VINCULADO;7775418;1223736178;1377383;Hombre;0;1.5;7.439722;93.4;2.084775
12639;RETIRADO;4067685;644286049.7;1448611;Mujer;29;2.3;131.6163;33.4;7.863595
12640;RETIRADO;7153670;1110717811;2065500;Hombre;14;3.4;38.13967;72.8;8.780043
12641;RETIRADO;6505856;1089682177;1850413;Mujer;15;15.9;216.9262;61;8.381921
12642;VINCULADO;6919888;1120197624;1104311;Mujer;13;15.8;0;77;2.389737
12643;VINCULADO;553566;99190720.53;1715809;Mujer;49;14;38.04525;10.4;3.634607
12644;RETIRADO;7546651;1267704885;2281991;Hombre;25;2.4;219.8873;57.6;7.494075
12645;VINCULADO;953033;124048836;346165;Mujer;43;14.2;0;34.7;2.664521
12646;VINCULADO;3183701;499112399.8;1786005;Mujer;29;2.4;0;25.8;2.220925
12647;RETIRADO;1779659;314753776.4;1659325;Hombre;19;16.5;184.527;20.1;8.49781
12648;VINCULADO;7465534;1166888656;1574201;Mujer;11;0;0;87.4;2.903781
12649;VINCULADO;7010365;1161055099;1487773;Hombre;2;2.6;3.750802;68;1.747869
12650;VINCULADO;6636067;1071650450;470150;Mujer;28;15.8;0;64.4;2.092866
12651;RETIRADO;7005387;1079275639;387042;Mujer;22;2.3;181.0148;78.1;8.44196
12652;RETIRADO;7609934;1223822122;2551839;Hombre;12;17.4;189.3505;55.3;8.515266
12653;VINCULADO;7460949;1153202465;1335360;Hombre;34;16.5;21.88081;77.4;2.4673
12654;VINCULADO;3342676;564719912.8;3190185;Hombre;63;3.5;0;16.2;2.682374
12655;VINCULADO;6805198;1128233516;1833390;Hombre;27;2.3;0;56.3;3.294898
12656;RETIRADO;7297876;1095282637;490988;Hombre;12;2.9;61.25099;98.5;2.188634
12657;VINCULADO;2068482;359764640.5;3526824;Hombre;21;15.7;0;2.4;2.642218
12658;RETIRADO;6690063;1018447230;873714;Mujer;36;1.7;174.1316;78.8;8.479055
12659;VINCULADO;6810264;1101366170;761148;Hombre;22;18.1;26.20191;76.7;2.488107
12660;RETIRADO;829419;98161268.04;277295;Hombre;7;15.5;41.96709;15.4;8.346952
12661;VINCULADO;6695251;1067544633;1096393;Hombre;26;16.3;273.8569;58.6;8.11421
12662;RETIRADO;7004150;1115633331;1766514;Hombre;4;2.8;187.2856;71.9;8.327757
12663;RETIRADO;8246472;1334167690;1246329;Mujer;43;2;148.8149;80.4;7.946975
12664;RETIRADO;4119154;677651605.9;2124043;Hombre;40;2.5;235.7611;11.8;8.123345
12665;VINCULADO;7798385;1190855476;1112355;Hombre;0;1.8;238.811;86.4;8.027838
12666;VINCULADO;6898504;1105289170;765406;Mujer;32;15.3;71.41937;66.9;3.245188
12667;VINCULADO;7525276;1197511933;1641904;Hombre;26;15.7;0;74.6;3.152153
12668;VINCULADO;3020615;473336924.5;1368808;Hombre;14;1.8;2.712396;19.7;3.007603
12669;RETIRADO;4358868;671215739.4;1661551;Mujer;1;2.1;180.162;27.7;8.14341
12670;VINCULADO;579927;124428448.7;2212313;Mujer;28;14.7;0;6.7;2.261065
12671;VINCULADO;2983149;461199914.8;446037;Hombre;37;1;7.054311;15.2;2.200037
12672;RETIRADO;2511842;429672551;448885;Mujer;11;1.8;150.0751;6.2;8.353874
12673;RETIRADO;3044358;488335800.7;1897419;Mujer;18;1.8;203.0913;17.9;8.490974
12674;RETIRADO;8016433;1249568277;970126;Hombre;31;16.9;273.9748;78.2;7.779321
12675;RETIRADO;2611406;451350675.9;350439;Hombre;11;2.2;132.3038;13.7;7.908021
12676;VINCULADO;6158873;965026743.3;1773340;Mujer;36;0.2;0;71.5;3.061207
12677;VINCULADO;8114377;1326745669;1534609;Hombre;5;15.4;8.85602;80.4;2.472938
12678;RETIRADO;619519;195440741.9;2881009;Hombre;44;15.3;184.2587;10.1;8.058438
12679;VINCULADO;1026447;123505518.3;502772;Mujer;26;13.6;248.7159;6.3;8.536546
12680;VINCULADO;3783259;602779275.1;1556638;Mujer;41;2.4;0;21.2;2.903504
12681;VINCULADO;2499364;453403288.4;1348681;Hombre;0;3;37.34883;19.3;3.185545
12682;RETIRADO;6098437;969316112.1;814382;Hombre;21;15.7;360.1642;73.6;8.176685
12683;VINCULADO;7160907;1195970248;1836050;Hombre;0;16.9;15.79267;96.9;2.665538
12684;RETIRADO;7346342;1111230620;366080;Hombre;-10;13.9;138.9291;66.1;7.992857
12685;VINCULADO;6613180;1092427164;2712737;Hombre;27;15.7;181.9172;76;8.214997
12686;RETIRADO;7998628;1255836844;377950;Mujer;0;2.9;235.6479;72;8.229051
12687;VINCULADO;7870243;1306927819;1886547;Mujer;19;15.2;66.79915;84.1;4.186632
12688;VINCULADO;3502775;556535563.6;1147574;Hombre;26;3;320.3375;5.2;8.525861
12689;VINCULADO;7141042;1162784613;1452186;Mujer;34;4;62.15383;76.1;2.514384
12690;RETIRADO;7686179;1211335864;969536;Mujer;42;1.8;218.7217;65.6;8.431347
12691;RETIRADO;7244982;1141267275;420788;Hombre;2;0.9;248.1082;62.4;8.41349
12692;RETIRADO;2533670;496021899.7;2720504;Hombre;24;3.1;44.53328;18.1;2.832297
12693;VINCULADO;1398784;207001016.5;1078536;Mujer;36;17;0;21.5;2.633862
12694;VINCULADO;6786022;1075365835;372322;Mujer;20;17.2;0;58.4;2.862072
12695;RETIRADO;2949051;512241502.5;1804489;Hombre;32;3.5;244.0421;30;7.975735
12696;RETIRADO;3815852;614109643.6;348248;Hombre;5;2;0;17.4;1.422141
12697;RETIRADO;973232;200507481.1;1292663;Hombre;23;15.6;234.3624;6.3;7.823619
12698;RETIRADO;1913124;343624537.5;842791;Hombre;25;15.1;144.0391;29;8.42503
12699;RETIRADO;6981399;1132089690;1954939;Hombre;27;17.3;183.8052;56.5;7.935238
12700;VINCULADO;3407591;587997676.7;413129;Hombre;35;1.1;0;15.7;2.088137
12701;RETIRADO;6911528;1095678626;1933385;Mujer;14;15.4;198.1186;65.1;7.894286
12702;RETIRADO;6916917;1145882420;1829481;Mujer;10;3.9;316.0652;76.8;8.933056
12703;RETIRADO;7921545;1300578302;1517214;Hombre;0;15.4;242.8414;69.8;8.201189
12704;VINCULADO;3427532;597572775.8;876266;Mujer;9;0.5;43.99527;12.6;3.250351
12705;VINCULADO;7963443;1238401306;1584294;Hombre;12;1.2;24.0125;94.8;3.004829
12706;RETIRADO;6498602;1125248283;2747997;Mujer;24;17.2;283.5517;87.1;8.830573
12707;RETIRADO;7135849;1122541770;824379;Mujer;7;0.3;73.88208;54.3;7.69723
12708;RETIRADO;7860877;1241781905;1473790;Hombre;8;16.5;140.8236;69.2;8.459724
12709;VINCULADO;7721386;1250058097;394549;Mujer;27;16.3;140.1221;81;8.699122
12710;VINCULADO;7185050;1197669833;1602159;Mujer;22;17.6;15.53556;77.9;3.034856
12711;RETIRADO;8443974;1380070592;1597438;Hombre;0;3.4;217.4877;46.9;7.978707
12712;VINCULADO;6604928;1071957889;1767327;Hombre;40;1;0;53.2;2.59525
12713;RETIRADO;6616322;1009994695;613897;Mujer;50;18.2;200.6959;60.3;8.22287
12714;VINCULADO;3127154;501116922.8;1757443;Hombre;28;4.4;0;13;2.505491
12715;RETIRADO;733623;233049834.2;3119616;Mujer;41;16.3;261.1678;13.4;8.968828
12716;RETIRADO;7575336;1211531902;361783;Hombre;46;3.1;259.2171;62.3;8.460336
12717;RETIRADO;986371;186212421.9;647672;Hombre;25;16.6;226.0765;17.1;8.707817
12718;VINCULADO;3378892;545095965.1;1885853;Hombre;31;3.1;0;13.9;2.935002
12719;RETIRADO;7299394;1153013816;383026;Mujer;8;13.6;222.2009;68.2;8.354712
12720;RETIRADO;7275819;1193588643;1231890;Hombre;30;2.9;123.9618;65;7.6852
12721;VINCULADO;6912296;1099188687;801722;Hombre;21;15.8;25.86492;75.3;2.803218
12722;VINCULADO;1312349;207747621;422538;Hombre;55;15.4;11.44384;16.9;2.578039
12723;VINCULADO;7347181;1168616999;1017495;Hombre;5;2.1;0;72.5;3.299994
12724;RETIRADO;6767861;1063872624;1349920;Mujer;28;3.9;164.946;57;8.251206
12725;VINCULADO;8083606;1305403867;723061;Hombre;33;0;27.67198;66.5;2.971517
12726;VINCULADO;3344937;585413415.5;1573900;Hombre;34;3.6;20.55017;31.6;2.984381
12727;VINCULADO;7686301;1260521535;3031657;Hombre;36;1.5;220.1817;73.5;7.734884
12728;RETIRADO;7154725;1165071274;981752;Mujer;22;14.2;257.8909;80.4;8.500169
12729;VINCULADO;7448280;1157185572;1605056;Mujer;34;17.4;0;60.5;2.918972
12730;RETIRADO;3499589;586302636.3;1840324;Mujer;1;1.9;278.3805;13.7;8.068918
12731;RETIRADO;737766;152285295.6;392789;Hombre;29;16.2;171.4062;24;8.236827
12732;RETIRADO;6961122;1090488302;1355285;Hombre;15;3.2;193.1943;96.8;8.472996
12733;RETIRADO;8791429;1366287008;400556;Hombre;32;2;202.9119;72.6;8.401386
12734;VINCULADO;7527158;1233051722;925102;Hombre;15;15.8;0;93.4;2.624465
12735;VINCULADO;3924565;672202818.3;1773604;Hombre;15;2.2;116.9768;4.8;8.688107
12736;RETIRADO;7803699;1214228933;956434;Hombre;41;1.8;184.3597;71.5;8.282209
12737;VINCULADO;4146032;634515411.6;834373;Hombre;40;1;47.97049;27.2;2.060837
12738;VINCULADO;8091014;1268143816;1677050;Mujer;55;2;30.02366;80.7;2.472554
12739;RETIRADO;6795859;1132884525;1715034;Hombre;28;1.4;171.6411;90.5;8.014192
12740;RETIRADO;7894862;1236837242;1877095;Mujer;40;1.3;29.23734;90.8;2.080523
12741;VINCULADO;6929341;1121234591;1755585;Mujer;45;13.7;52.71938;63.8;3.244262
12742;RETIRADO;7711873;1260027311;832781;Hombre;29;1;75.89591;79.1;8.007305
12743;RETIRADO;6401965;1053583345;1486508;Hombre;28;1.9;178.211;96.8;8.206457
12744;RETIRADO;1496000;218355354.7;812578;Hombre;26;16.4;213.0762;23.7;8.669846
12745;RETIRADO;1656441;299451027.5;1138060;Mujer;0;17;200.5096;5.1;7.515621
12746;VINCULADO;7492577;1241933288;1332306;Mujer;14;2.6;0;107.1;2.001916
12747;RETIRADO;836716;157122585.6;333250;Hombre;39;16;129.2895;11.4;8.067057
12748;RETIRADO;6766017;1044197866;370429;Hombre;23;16.5;244.4478;99;8.108993
12749;VINCULADO;2849831;457298955.5;1482750;Mujer;27;2.1;0;11.9;3.093364
12750;RETIRADO;7358328;1165693579;2363716;Mujer;30;1.2;149.2749;72.6;7.953149
12751;RETIRADO;7809485;1285786825;1989712;Mujer;18;1.8;128.5562;72.1;8.066839
12752;VINCULADO;1218753;182020334.8;727634;Hombre;41;16.6;106.5904;17.9;8.640312
12753;VINCULADO;6914640;1042346409;318591;Mujer;16;0.1;41.42598;47.5;2.869651
12754;RETIRADO;8098213;1324466370;1373317;Hombre;27;1.6;199.8482;97;8.930527
12755;RETIRADO;1395632;243655103.2;953460;Mujer;39;15.3;147.8264;30.4;8.078513
12756;VINCULADO;1813818;320832174.9;653875;Mujer;6;16.1;26.83553;0;3.072638
12757;RETIRADO;4037575;669707400.1;1211345;Mujer;33;3.1;173.9652;13;7.98998
12758;VINCULADO;3610287;633022926.2;1049682;Hombre;3;2.5;221.0273;12.3;8.310833
12759;VINCULADO;7522640;1186959027;2240162;Hombre;16;2.5;24.03028;52.2;1.916226
12760;VINCULADO;3159517;501159799.2;1697156;Hombre;35;2.7;24.97774;7.5;2.135425
12761;VINCULADO;8191753;1270710243;350974;Hombre;46;18.2;0;62.8;3.207427
12762;RETIRADO;150000;92399540.52;1343860;Mujer;12;14.8;251.355;21.7;8.476869
12763;RETIRADO;6187402;1010812402;436167;Mujer;0;2.5;7.137355;65.3;2.223558
12764;VINCULADO;7684076;1241430660;1453268;Mujer;24;0.5;3.715001;84.1;2.672966
12765;VINCULADO;2899113;481562333.4;410072;Mujer;3;1.3;59.99134;32.5;2.486125
12766;RETIRADO;717198;179759459.6;1211772;Hombre;31;15.7;268.1779;23.2;8.057138
12767;RETIRADO;7332340;1102990989;289096;Mujer;14;16;268.9955;49.4;8.446992
12768;RETIRADO;7713459;1207947112;762505;Hombre;50;17.1;150.6653;31.8;8.505587
12769;RETIRADO;8374212;1329981983;2618562;Mujer;22;2.8;99.81261;74.6;8.14518
12770;RETIRADO;3665363;613419071.2;2491609;Mujer;21;0.3;20.04084;24.7;2.983135
12771;RETIRADO;3214153;522937320.2;2664775;Mujer;24;1.9;188.3554;7.7;8.252703
12772;VINCULADO;6872869;1107859343;1817035;Mujer;46;15.6;0;44.3;2.980891
12773;VINCULADO;3204798;513269433.7;1429296;Mujer;19;0;7.112665;7;3.735493
12774;RETIRADO;3615553;651880776.6;1903258;Hombre;30;2.7;0;10.8;2.398858
12775;VINCULADO;1861208;289448958.7;273521;Mujer;33;17.6;39.70457;22.6;2.928237
12776;VINCULADO;1614094;325952019.6;1171992;Mujer;31;16.2;0;2.3;2.810151
12777;RETIRADO;1798326;303498221.6;359247;Mujer;7;17.3;55.79389;22.4;2.64128
12778;VINCULADO;6985198;1116382564;644253;Hombre;41;15.4;207.2731;39;8.659425
12779;VINCULADO;3317770;579539517.2;1029161;Hombre;15;2.6;44.40088;19.8;2.598118
12780;RETIRADO;2880997;417457433.9;569270;Mujer;16;2.4;254.9644;21.1;7.870745
12781;RETIRADO;7395039;1144737285;769380;Hombre;35;18.1;258.8536;44.2;8.56315
